KPIID,NomIndicateur,UniteMesure,noIndicateur,TypeIndicateur,ville,DateDonnee,Valeur,Calcul
2479,Masse salariale du service des incendies par habitant,$,FIRE220,REM Canada,Montréal,2014,159.36866,VINC100018 / VPOP900004 
2479,Masse salariale du service des incendies par habitant,$,FIRE220,REM Canada,Montréal,2015,159.46022,VINC100018 / VPOP900004 
2479,Masse salariale du service des incendies par habitant,$,FIRE220,REM Canada,Montréal,2016,162.12157,VINC100018 / VPOP900004 
2479,Masse salariale du service des incendies par habitant,$,FIRE220,REM Canada,Montréal,2017,176.24022,VINC100018 / VPOP900004 
2480,Coût total du service des incendies par heure de véhicules d’incendie en service dotés de personnel,$,FIRE305T,REM Canada,Montréal,2012,302.38303, ( VINC100002 + VINC100022 + VINC100001 ) / VINC900003 
2480,Coût total du service des incendies par heure de véhicules d’incendie en service dotés de personnel,$,FIRE305T,REM Canada,Montréal,2013,299.65719, ( VINC100002 + VINC100022 + VINC100001 ) / VINC900003 
2480,Coût total du service des incendies par heure de véhicules d’incendie en service dotés de personnel,$,FIRE305T,REM Canada,Montréal,2014,297.99765, ( VINC100002 + VINC100022 + VINC100001 ) / VINC900003 
2480,Coût total du service des incendies par heure de véhicules d’incendie en service dotés de personnel,$,FIRE305T,REM Canada,Montréal,2015,297.35603, ( VINC100002 + VINC100022 + VINC100001 ) / VINC900003 
2480,Coût total du service des incendies par heure de véhicules d’incendie en service dotés de personnel,$,FIRE305T,REM Canada,Montréal,2016,292.45478, ( VINC100002 + VINC100022 + VINC100001 ) / VINC900003 
2480,Coût total du service des incendies par heure de véhicules d’incendie en service dotés de personnel,$,FIRE305T,REM Canada,Montréal,2017,318.31429, ( VINC100002 + VINC100022 + VINC100001 ) / VINC900003 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2010,13018.79576, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2011,16364.87816, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2012,14125.95156, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2013,17068.36471, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2014,12482.52595, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2015,13284.28819, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2016,13254.921, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2481,Coût de l’enlèvement de la neige par kilomètre de voie (incluant l’amortissement),$,NULL,MAMOT,Montréal,2017,16476.3029, ( VTRA100019 - VTRA900024 + VTRA100021 ) / VTRA900006 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2011,0.87431,VINC900005 / ( VPOP900004 / 100000 ) 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2012,0.6259,VINC900005 / ( VPOP900004 / 100000 ) 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2013,0.5676,VINC900005 / ( VPOP900004 / 100000 ) 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2014,0.45583,VINC900005 / ( VPOP900004 / 100000 ) 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2015,0.3504,VINC900005 / ( VPOP900004 / 100000 ) 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2016,0.34795,VINC900005 / ( VPOP900004 / 100000 ) 
2483,Nombre de décès liés à des incendies résidentiels pour 100 000 habitants,Quantité,FIRE110,REM Canada,Montréal,2017,0.64194,VINC900005 / ( VPOP900004 / 100000 ) 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2011,0.67579,VINC900003 / VPOP900004 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2012,0.68536,VINC900003 / VPOP900004 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2013,0.69158,VINC900003 / VPOP900004 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2014,0.67883,VINC900003 / VPOP900004 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2015,0.67968,VINC900003 / VPOP900004 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2016,0.67105,VINC900003 / VPOP900004 
2484,Nombre d’heures de véhicules d’incendie en service dotés de personnel par habitant,heure,FIRE230,REM Canada,Montréal,2017,0.64885,VINC900003 / VPOP900004 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2011,5.71667,VINC900007 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2012,5.66667,VINC900007 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2013,5.65,VINC900007 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2014,6.33333,VINC900007 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2015,6.3,VINC900007 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2016,6.26667,VINC900007 
2486,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,FIRE405,REM Canada,Montréal,2017,6.3,VINC900007 
2493,Coût total relatif à la gestion des ressources humaines par relevé T4 émis,$,HMRS305T,REM Canada,Montréal,2013,2116.3016, ( VRHU100028 + VRHU100003 + VRHU100027 ) / VRHU900004 
2493,Coût total relatif à la gestion des ressources humaines par relevé T4 émis,$,HMRS305T,REM Canada,Montréal,2014,1961.2809, ( VRHU100028 + VRHU100003 + VRHU100027 ) / VRHU900004 
2493,Coût total relatif à la gestion des ressources humaines par relevé T4 émis,$,HMRS305T,REM Canada,Montréal,2015,2050.26994, ( VRHU100028 + VRHU100003 + VRHU100027 ) / VRHU900004 
2493,Coût total relatif à la gestion des ressources humaines par relevé T4 émis,$,HMRS305T,REM Canada,Montréal,2016,1983.34458, ( VRHU100028 + VRHU100003 + VRHU100027 ) / VRHU900004 
2493,Coût total relatif à la gestion des ressources humaines par relevé T4 émis,$,HMRS305T,REM Canada,Montréal,2017,1519.24368, ( VRHU100028 + VRHU100003 + VRHU100027 ) / VRHU900004 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2011,0.03195,VRHU900006 / VRHU900005 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2012,0.03638,VRHU900006 / VRHU900005 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2013,0.03828,VRHU900006 / VRHU900005 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2014,0.0449,VRHU900006 / VRHU900005 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2015,0.04887,VRHU900006 / VRHU900005 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2016,0.04965,VRHU900006 / VRHU900005 
2494,Taux de roulement des employés permanents,%,HMRS406,REM Canada,Montréal,2017,0.05714,VRHU900006 / VRHU900005 
2495,Nombre d’interventions pour 1 000 habitants,Quantité,FIRE240,REM Canada,Montréal,2013,63.5924,VINC900021 / ( VPOP900004 / 1000 ) 
2495,Nombre d’interventions pour 1 000 habitants,Quantité,FIRE240,REM Canada,Montréal,2014,63.89257,VINC900021 / ( VPOP900004 / 1000 ) 
2495,Nombre d’interventions pour 1 000 habitants,Quantité,FIRE240,REM Canada,Montréal,2015,63.59795,VINC900021 / ( VPOP900004 / 1000 ) 
2495,Nombre d’interventions pour 1 000 habitants,Quantité,FIRE240,REM Canada,Montréal,2016,65.38495,VINC900021 / ( VPOP900004 / 1000 ) 
2495,Nombre d’interventions pour 1 000 habitants,Quantité,FIRE240,REM Canada,Montréal,2017,65.01963,VINC900021 / ( VPOP900004 / 1000 ) 
2496,Coût total par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG320T,REM Canada,Montréal,2012,1659.31164, ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 + VSTA100002 + VSTA100022 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2496,Coût total par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG320T,REM Canada,Montréal,2013,1743.35368, ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 + VSTA100002 + VSTA100022 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2496,Coût total par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG320T,REM Canada,Montréal,2014,1718.59137, ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 + VSTA100002 + VSTA100022 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2496,Coût total par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG320T,REM Canada,Montréal,2015,1759.83555, ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 + VSTA100002 + VSTA100022 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2496,Coût total par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG320T,REM Canada,Montréal,2016,1752.88546, ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 + VSTA100002 + VSTA100022 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2496,Coût total par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG320T,REM Canada,Montréal,2017,1746.47515, ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 + VSTA100002 + VSTA100022 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2497,Rapport revenus-coûts des espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité,Quantité,PRKG340,REM Canada,Montréal,2012,4.00422, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 ) 
2497,Rapport revenus-coûts des espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité,Quantité,PRKG340,REM Canada,Montréal,2013,4.11418, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 ) 
2497,Rapport revenus-coûts des espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité,Quantité,PRKG340,REM Canada,Montréal,2014,4.27092, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 ) 
2497,Rapport revenus-coûts des espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité,Quantité,PRKG340,REM Canada,Montréal,2015,3.97551, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 ) 
2497,Rapport revenus-coûts des espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité,Quantité,PRKG340,REM Canada,Montréal,2016,3.71353, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 ) 
2497,Rapport revenus-coûts des espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité,Quantité,PRKG340,REM Canada,Montréal,2017,3.83188, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA100005 + VSTA100004 + VSTA100003 + VSTA100023 + VSTA100025 + VSTA100024 ) 
2498,Revenu brut par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG305,REM Canada,Montréal,2012,6031.7762, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2498,Revenu brut par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG305,REM Canada,Montréal,2013,6495.69528, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2498,Revenu brut par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG305,REM Canada,Montréal,2014,6594.25522, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2498,Revenu brut par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG305,REM Canada,Montréal,2015,6401.66114, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2498,Revenu brut par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG305,REM Canada,Montréal,2016,6047.5365, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2498,Revenu brut par espace de stationnement payant appartenant à la municipalité ou exploité par la municipalité,$,PRKG305,REM Canada,Montréal,2017,6303.55956, ( VSTA100008 + VSTA100021 + VSTA100006 + VSTA100007 + VSTA100017 ) / ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2011,1425.62326, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2012,1480.84656, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2013,1468.55651, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2014,1432.26406, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2015,1408.01605, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2016,1381.16102, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2499,Nombre d’espaces de stationnement payants appartenant à la municipalité ou exploités par la municipalité pour 100 000 habitants,Quantité,PRKG205,REM Canada,Montréal,2017,1366.58455, ( VSTA900010 + VSTA900001 + VSTA900009 + VSTA900020 + VSTA900019 ) / ( VPOP900002 / 100000 ) 
2500,Coût total des technologies de l’information par équivalent à temps plein (ETP),$,INTN243T,REM Canada,Montréal,2013,6364.65907, ( VTIN100002 + VTIN100009 + VTIN100001 ) / VRHU900007 
2500,Coût total des technologies de l’information par équivalent à temps plein (ETP),$,INTN243T,REM Canada,Montréal,2014,6117.46911, ( VTIN100002 + VTIN100009 + VTIN100001 ) / VRHU900007 
2500,Coût total des technologies de l’information par équivalent à temps plein (ETP),$,INTN243T,REM Canada,Montréal,2015,6303.02853, ( VTIN100002 + VTIN100009 + VTIN100001 ) / VRHU900007 
2500,Coût total des technologies de l’information par équivalent à temps plein (ETP),$,INTN243T,REM Canada,Montréal,2016,6550.70881, ( VTIN100002 + VTIN100009 + VTIN100001 ) / VRHU900007 
2500,Coût total des technologies de l’information par équivalent à temps plein (ETP),$,INTN243T,REM Canada,Montréal,2017,6661.96454, ( VTIN100002 + VTIN100009 + VTIN100001 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2011,0.73425, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2012,0.80148, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2013,0.85169, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2014,0.91664, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2015,0.97425, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2016,0.97611, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2501,Nombre de dispositifs informatiques par équivalent à temps plein (ETP),Quantité,INTN205,REM Canada,Montréal,2017,1.06596, ( VTIN900003 + VTIN900004 + VTIN900005 ) / VRHU900007 
2502,Coût total de l’entretien hivernal des routes par kilomètre de voie entretenue l’hiver,$,ROAD309T,REM Canada,Montréal,2014,14200.27439, ( VTRA100003 + VTRA100026 + VTRA100001 - VTRA100028 ) / VTRA900008 
2502,Coût total de l’entretien hivernal des routes par kilomètre de voie entretenue l’hiver,$,ROAD309T,REM Canada,Montréal,2015,15290.84731, ( VTRA100003 + VTRA100026 + VTRA100001 - VTRA100028 ) / VTRA900008 
2502,Coût total de l’entretien hivernal des routes par kilomètre de voie entretenue l’hiver,$,ROAD309T,REM Canada,Montréal,2016,15189.34531, ( VTRA100003 + VTRA100026 + VTRA100001 - VTRA100028 ) / VTRA900008 
2502,Coût total de l’entretien hivernal des routes par kilomètre de voie entretenue l’hiver,$,ROAD309T,REM Canada,Montréal,2017,18166.89279, ( VTRA100003 + VTRA100026 + VTRA100001 - VTRA100028 ) / VTRA900008 
2504,Coût total des voies pavées par kilomètre de voie pavée,$,ROAD307T,REM Canada,Montréal,2014,23978.34074, ( VTRA100004 + VTRA100025 + VTRA100002 ) / VTRA900012 
2504,Coût total des voies pavées par kilomètre de voie pavée,$,ROAD307T,REM Canada,Montréal,2015,25584.72049, ( VTRA100004 + VTRA100025 + VTRA100002 ) / VTRA900012 
2504,Coût total des voies pavées par kilomètre de voie pavée,$,ROAD307T,REM Canada,Montréal,2016,27447.14035, ( VTRA100004 + VTRA100025 + VTRA100002 ) / VTRA900012 
2504,Coût total des voies pavées par kilomètre de voie pavée,$,ROAD307T,REM Canada,Montréal,2017,27576.59802, ( VTRA100004 + VTRA100025 + VTRA100002 ) / VTRA900012 
2505,"Pourcentage de ponts, ponceaux et viaducs en bon ou très bon état",%,ROAD415M,REM Canada,Montréal,2012,0.72581,VTRA900015 / VTRA900014 
2505,"Pourcentage de ponts, ponceaux et viaducs en bon ou très bon état",%,ROAD415M,REM Canada,Montréal,2013,0.72204,VTRA900015 / VTRA900014 
2505,"Pourcentage de ponts, ponceaux et viaducs en bon ou très bon état",%,ROAD415M,REM Canada,Montréal,2014,0.71019,VTRA900015 / VTRA900014 
2505,"Pourcentage de ponts, ponceaux et viaducs en bon ou très bon état",%,ROAD415M,REM Canada,Montréal,2015,0.71019,VTRA900015 / VTRA900014 
2505,"Pourcentage de ponts, ponceaux et viaducs en bon ou très bon état",%,ROAD415M,REM Canada,Montréal,2016,0.68831,VTRA900015 / VTRA900014 
2505,"Pourcentage de ponts, ponceaux et viaducs en bon ou très bon état",%,ROAD415M,REM Canada,Montréal,2017,0.69333,VTRA900015 / VTRA900014 
2506,Pourcentage de kilomètres de voie pavée en bon ou très bon état,%,ROAD405M,REM Canada,Montréal,2014,0.38157,VTRA900013 / VTRA900012 
2506,Pourcentage de kilomètres de voie pavée en bon ou très bon état,%,ROAD405M,REM Canada,Montréal,2015,0.28793,VTRA900013 / VTRA900012 
2506,Pourcentage de kilomètres de voie pavée en bon ou très bon état,%,ROAD405M,REM Canada,Montréal,2016,0.29491,VTRA900013 / VTRA900012 
2506,Pourcentage de kilomètres de voie pavée en bon ou très bon état,%,ROAD405M,REM Canada,Montréal,2017,0.29661,VTRA900013 / VTRA900012 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2011,1575444.89907,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2012,1527596.80343,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2013,1502402.15155,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2014,1485358.26847,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2015,1425782.73476,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2016,1425782.73476,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2507,Nombre de véhicules-kilomètres par kilomètre de voie,Quantité,ROAD112,REM Canada,Montréal,2017,1425782.73476,VTRA900016 / ( VTRA900009 + VTRA900010 + VTRA900011 ) 
2508,Coût total de l’activité de transport collectif par heure de véhicule à revenu,$,TRNT220T,REM Canada,Montréal,2013,179.98781, ( VTRC100001 + VTRC100002 + VTRC100010 ) / VTRC900004
2508,Coût total de l’activité de transport collectif par heure de véhicule à revenu,$,TRNT220T,REM Canada,Montréal,2014,184.44567, ( VTRC100001 + VTRC100002 + VTRC100010 ) / VTRC900004
2508,Coût total de l’activité de transport collectif par heure de véhicule à revenu,$,TRNT220T,REM Canada,Montréal,2015,195.91089, ( VTRC100001 + VTRC100002 + VTRC100010 ) / VTRC900004
2508,Coût total de l’activité de transport collectif par heure de véhicule à revenu,$,TRNT220T,REM Canada,Montréal,2016,197.20574, ( VTRC100001 + VTRC100002 + VTRC100010 ) / VTRC900004
2508,Coût total de l’activité de transport collectif par heure de véhicule à revenu,$,TRNT220T,REM Canada,Montréal,2017,197.76387, ( VTRC100001 + VTRC100002 + VTRC100010 ) / VTRC900004
2510,Nombre de déplacements en transport collectif par habitant,Quantité,TRNT106,REM Canada,Montréal,2012,215.18503,VTRC900005 / VPOP900004 
2510,Nombre de déplacements en transport collectif par habitant,Quantité,TRNT106,REM Canada,Montréal,2013,214.92353,VTRC900005 / VPOP900004 
2510,Nombre de déplacements en transport collectif par habitant,Quantité,TRNT106,REM Canada,Montréal,2014,211.31375,VTRC900005 / VPOP900004 
2510,Nombre de déplacements en transport collectif par habitant,Quantité,TRNT106,REM Canada,Montréal,2015,206.90032,VTRC900005 / VPOP900004 
2510,Nombre de déplacements en transport collectif par habitant,Quantité,TRNT106,REM Canada,Montréal,2016,206.8721,VTRC900005 / VPOP900004 
2510,Nombre de déplacements en transport collectif par habitant,Quantité,TRNT106,REM Canada,Montréal,2017,212.10511,VTRC900005 / VPOP900004 
2511,Nombre d’heures commerciales des véhicules à revenu par habitant,heure,TRNT210,REM Canada,Montréal,2012,3.63345,VTRC900004 / VPOP900004 
2511,Nombre d’heures commerciales des véhicules à revenu par habitant,heure,TRNT210,REM Canada,Montréal,2013,3.59584,VTRC900004 / VPOP900004 
2511,Nombre d’heures commerciales des véhicules à revenu par habitant,heure,TRNT210,REM Canada,Montréal,2014,3.4212,VTRC900004 / VPOP900004 
2511,Nombre d’heures commerciales des véhicules à revenu par habitant,heure,TRNT210,REM Canada,Montréal,2015,3.34706,VTRC900004 / VPOP900004 
2511,Nombre d’heures commerciales des véhicules à revenu par habitant,heure,TRNT210,REM Canada,Montréal,2016,3.35982,VTRC900004 / VPOP900004 
2511,Nombre d’heures commerciales des véhicules à revenu par habitant,heure,TRNT210,REM Canada,Montréal,2017,3.4694,VTRC900004 / VPOP900004 
2512,Coût des frais juridiques internes pour 1 000 $ de dépenses municipales,$,LEGL252,REM Canada,Montréal,2012,2.88404, ( VJUS100008 + VJUS900010 ) / ( VADM100045 * 1000 ) 
2512,Coût des frais juridiques internes pour 1 000 $ de dépenses municipales,$,LEGL252,REM Canada,Montréal,2013,3.21424, ( VJUS100008 + VJUS900010 ) / ( VADM100045 * 1000 ) 
2512,Coût des frais juridiques internes pour 1 000 $ de dépenses municipales,$,LEGL252,REM Canada,Montréal,2014,3.37804, ( VJUS100008 + VJUS900010 ) / ( VADM100045 * 1000 ) 
2512,Coût des frais juridiques internes pour 1 000 $ de dépenses municipales,$,LEGL252,REM Canada,Montréal,2015,3.3071, ( VJUS100008 + VJUS900010 ) / ( VADM100045 * 1000 ) 
2512,Coût des frais juridiques internes pour 1 000 $ de dépenses municipales,$,LEGL252,REM Canada,Montréal,2016,3.26515, ( VJUS100008 + VJUS900010 ) / ( VADM100045 * 1000 ) 
